0,1,2,3
0.9697208211451289,0.009093387052905253,0.010008532025915827,0.011177259776049676
0.982457901517169,0.0028361277207447164,0.008611247339445521,0.00609472342264099
0.9642423837556336,0.010402030504133053,0.014276796746418238,0.011078788993814974
0.9015365967661025,0.005792401386874494,0.007788551697782295,0.08488245014924051
0.9751799232962649,0.005162578074049509,0.009234582781781566,0.010422915847903912
0.9713246249858096,0.00913065054812896,0.015895513898981386,0.003649210567080203
0.9675406202177886,0.014839659281093633,0.014834351061597103,0.00278536943952053
0.9433175623578202,0.00870719084634904,0.04428089485084127,0.0036943519449894567
0.9092955971332072,0.021815261569899238,0.05391835875063208,0.014970782546261746
0.9913682434224267,0.0009660581430558615,0.00670255606497286,0.0009631423695446211
0.5244807469678278,0.3756887503156949,0.060299889942666315,0.03953061277381117
0.9682210855396401,0.009905922733628688,0.01721162363908544,0.004661368087645708
0.967276037504676,0.015962778996370122,0.011300652353489793,0.0054605311454642815
0.9697208211451289,0.009093387052905253,0.010008532025915827,0.011177259776049676
0.967276037504676,0.015962778996370122,0.011300652353489793,0.0054605311454642815
0.9670033219836187,0.01593249321461625,0.01239197876200126,0.004672206039763996
0.9739603060799686,0.013768607025657222,0.006588684183070412,0.005682402711303624
0.9697208211451289,0.009093387052905253,0.010008532025915827,0.011177259776049676
0.9739603060799686,0.013768607025657222,0.006588684183070412,0.005682402711303624
0.982457901517169,0.0028361277207447164,0.008611247339445521,0.00609472342264099
0.9616811196843895,0.012892758330167273,0.013359758425849393,0.012066363559593965
0.9671831434824754,0.007573732623914092,0.015115068714813983,0.010128055178796228
0.9671831434824754,0.007573732623914092,0.015115068714813983,0.010128055178796228
0.8545091732970433,0.055546295063053266,0.08265926936599934,0.007285262273904225
0.967222725480148,0.011437438006082436,0.0164277720141478,0.0049120644996219175
0.979085740411436,0.002982475554156163,0.01538405140603575,0.002547732628371983
0.967222725480148,0.011437438006082436,0.0164277720141478,0.0049120644996219175
0.9913682434224267,0.0009660581430558615,0.00670255606497286,0.0009631423695446211
0.9493380333822512,0.011504322559949006,0.034281172701484106,0.004876471356315459
0.967222725480148,0.011437438006082436,0.0164277720141478,0.0049120644996219175
0.9913682434224267,0.0009660581430558615,0.00670255606497286,0.0009631423695446211
0.9913682434224267,0.0009660581430558615,0.00670255606497286,0.0009631423695446211
0.9913682434224267,0.0009660581430558615,0.00670255606497286,0.0009631423695446211
0.9913682434224267,0.0009660581430558615,0.00670255606497286,0.0009631423695446211
0.9913682434224267,0.0009660581430558615,0.00670255606497286,0.0009631423695446211
0.9659514908767326,0.014891168770244356,0.01499307235495899,0.004164267998063922
0.982457901517169,0.0028361277207447164,0.008611247339445521,0.00609472342264099
0.9913682434224267,0.0009660581430558615,0.00670255606497286,0.0009631423695446211
0.9664824657660601,0.015999796832813783,0.01185243754695185,0.005665299854174116
0.9739603060799686,0.013768607025657222,0.006588684183070412,0.005682402711303624
